alim_grp_nom;alim_nom;energie;eau;protéines;glucides;lipides;sucre;amidon;fibre;cendres;alcool;acides gras;ag saturés;cholestérol (mg/100 g);sel;fer (mg/100 g);magnésium (mg/100 g);potassium (mg/100 g);vitamine D (µg/100 g);vitamine E (mg/100 g);vitamine K1 (µg/100 g);vitamine C (mg/100 g);vitamine B1 (mg/100 g);vitamine B2 (mg/100 g);vitamine B3 (mg/100 g);vitamine B5 (mg/100 g);vitamine B6 (mg/100 g);vitamine B9 (µg/100 g);vitamine B12 (µg/100 g)
viandes, œufs, poissons et assimilés;Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé;-;62,5;15,8;2,48;13,6;0,57;1,91;1,55;1,6;0;11,712;4,45;-;0,87;2,5;-;-;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Cordon bleu de volaille, préemballé;226;54,1;14;14,6;12,2;2,2;11,9;0,78;2,64;0;21,012;3,2;37,5;1,73;0,68;37,6;336;< 0,5;2,4;-;0;0,13;0,12;4,8;0,6;0,28;< 16;0,58
viandes, œufs, poissons et assimilés;Boeuf, boulettes cuites;217;62;18,5;5,65;13,3;2;1,1;0,63;2,01;0;19,724;4,88;37;1,13;2,2;26,9;326;0,2;0,38;-;6,94;0,072;0,1;2,8;0,48;0,23;25,8;1,23
viandes, œufs, poissons et assimilés;Veau, escalope panée, cuite;271;47,8;22,9;12,6;14,1;0,49;12,1;0,94;1,59;0;13,33;2,42;72,4;0,98;1,11;24,3;328;0,13;3,32;-;0,0063;0,12;0,23;5,89;0,53;0,28;15,3;0,72
viandes, œufs, poissons et assimilés;Boulettes au porc et au boeuf (à la suédoise), préemballées, crues;260;55,6;14,4;7,78;18,6;0,8;6,9;0,8;2,15;0;33,72;6,99;55,3;1,51;1,2;16;250;< 0,25;0,33;3,65;-;0,026;< 0,01;3,65;0,46;0,15;19,2;1,25
viandes, œufs, poissons et assimilés;Boulettes au boeuf et à l'agneau (type kefta), préemballées, crues;247;55,5;15,7;9,46;15,7;1,2;6,3;0,8;1,76;0;28;5,81;56,2;1,03;2,4;26;330;< 0,25;1,04;13,5;-;< 0,015;< 0,01;3,12;0,43;0,13;56,6;1,75
viandes, œufs, poissons et assimilés;Brochette de volaille;195;64,2;18,6;0,8;13;0;0,01;0;1,6;0;12,33;2;56,9;0,29;1;22,2;239;0,06;0,64;-;9,46;0,054;0,13;5,12;0,71;0,33;9,43;0,56
viandes, œufs, poissons et assimilés;Brochette de boeuf;191;62,6;17,1;1,02;12,9;0;0,01;1;1,35;0;11,82;3,12;42,8;0,13;1,8;21;307;0;0,66;-;9,46;0,062;0,21;3,02;0,28;0,32;14,2;1,39
viandes, œufs, poissons et assimilés;Brochette mixte de viande;208;63,4;19,7;1,02;13,8;1,01;0,0099;0,33;1,48;0;12,99;2,51;49,6;0,61;1,4;21,4;273;0,03;0,65;-;9,46;0,058;0,17;4,09;0,49;0,32;11,5;0,98
viandes, œufs, poissons et assimilés;Volaille, croquette panée ou nuggets;239;51,5;13,1;16,2;13,2;1,07;15,1;1,7;2,12;0;22,6253;2,42;52,1;1,2;0,6;24;215;< 0,5;2,59;-;0;0,11;0,086;5,65;0,72;0,27;19,3;0,21
viandes, œufs, poissons et assimilés;Brochette d'agneau;112;72,8;12,6;2,54;5,1;1,57;0,9;2,6;1,02;0;4,68;1,41;39,6;0,48;1,34;19,5;240;0;0,5;-;11,7;0,079;0,15;3,71;0,43;0,18;8,61;0,93
viandes, œufs, poissons et assimilés;Brochette de porc, crue;131;-;15,6;2,1;6,5;1,1;-;1;0,81;0;2,4;2,4;-;0,81;-;-;-;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Poulet, croquette panée ou nuggets;250;48,6;15,6;19,4;11,6;1,3;16,6;2,4;2,06;0;21,23;2,68;< 2;1,37;1;25;270;< 0,25;2,41;0,99;< 0,5;0,083;0,025;7,15;0,77;0,098;10,9;0,23
viandes, œufs, poissons et assimilés;Poulet, manchons marinés, rôtis/cuits au four;213;60,2;22,4;2,1;12,6;0,6;1,5;0,9;2,1;0;16,8617;3,16;108;1,69;1,1;18,4;-;0,4;0,7;-;1,4;< 0,05;< 0,05;6,3;0,77;0,15;< 5;1,8
viandes, œufs, poissons et assimilés;Poulet, escalope panée;339;41,8;7,25;21,7;24;1,9;14,7;3,4;1,8;0;43,657;5,28;49,3;1,26;1,6;26;230;< 0,5;4,55;< 0,8;-;0,11;0,02;3,71;0,71;0,14;9,85;0,45
viandes, œufs, poissons et assimilés;Dinde, escalope viennoise ou milanaise ou escalope panée;211;-;14,1;13,5;10,9;1,07;-;1,3;1,03;0;1,53;1,53;-;1,03;-;-;-;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Saumon, cuit, sans précision (aliment moyen);205;62,6;23;0;12,5;0;0;0;1,21;0;15,49;2,5;57,3;0,13;0,35;28,6;383;;;;2,79;0,27;0,099;7,6;1,42;0,46;19,9;2,78
viandes, œufs, poissons et assimilés;Cabillaud, cuit, sans précision (aliment moyen);98,9;75;23,1;0;0,73;0;0;0;1,06;0;0,9344;0,14;52,1;0,2;0,22;26,2;321;0,75;0,62;0,062;0,62;0,046;0,055;2,08;0,22;0,22;11,1;1,7
viandes, œufs, poissons et assimilés;Hareng fumé, filet, doux;162;67,7;18,1;0;9,9;0;0;< 0,5;4,57;0;13,5;2,24;54,9;3,78;0,7;39;380;17,7;1,72;< 0,8;< 0,5;< 0,015;0,2;4,53;1,22;0,28;10,8;13,4
viandes, œufs, poissons et assimilés;Carrelet ou plie, cuit à la vapeur;93;78;19;traces;1,89;0;0;0;-;0;1,772;0,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Églefin, cuit à la vapeur;89;78,3;20,9;traces;0,6;0;0;0;0,8;0;0,551;0,1;38;0,18;0,1;24;370;traces;0,41;-;traces;0,04;0,11;4,1;0,25;0,41;9;2
viandes, œufs, poissons et assimilés;Hareng, frit;201;-;23;traces;12,1;0;0;0;-;0;13,84;3,51;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Hareng fumé, au naturel;173;68,3;16,5;0,5;11,7;0;0;0;5,43;0;17,153;2,76;49,9;3,98;1;34,8;226;22;1,35;0;0;< 0,04;0,23;3,45;0,55;0,37;10;11,8
viandes, œufs, poissons et assimilés;Hareng, grillé/poêlé;189;64,2;21,6;traces;11,4;0;0;0;1,87;0;14,764;2,48;54,3;0,34;1,51;41,5;425;10,8;1,37;0,1;0,7;0,11;0,28;4,06;0,76;0,35;11;14,1
viandes, œufs, poissons et assimilés;Lieu noir, cuit;99,7;75,5;23,1;traces;0,81;0;< 1;0;1,01;0;1,0997;0,29;105;0,25;0,4;36;224;< 0,5;1,7;-;< 1;0,058;0,08;0,8;0,14;0,081;15,2;2,1
viandes, œufs, poissons et assimilés;Limande-sole, cuite à la vapeur;90,1;76,9;17,4;traces;2,27;0;0;0;1,47;0;1,10931;0,12;73;0,3;0,6;20;280;0;0,3;-;0;0,1;0,1;3,8;0,29;0,28;13;1
viandes, œufs, poissons et assimilés;Maquereau, rôti/cuit au four;228;61,5;21,5;traces;15,8;0;0;0;1,08;0;21,531;4,44;81,8;0,21;1,57;28,5;401;7,72;0,71;-;0,4;0,16;0,41;6,85;0,37;0,62;22,6;19
viandes, œufs, poissons et assimilés;Maquereau, frit;186;64,6;23,6;traces;10,2;0;0;0;1,48;0;16,0611;2,96;-;0,21;-;-;323;12,3;-;-;-;-;0,29;10,5;0,49;0,58;-;12
viandes, œufs, poissons et assimilés;Merlan, frit;125;71,4;23,1;traces;3,61;0;0;0;1,35;0;6,3295;0,94;70,1;0,43;0,5;34,1;402;-;1,25;-;-;0,047;0,087;2,58;0,39;0,26;28,9;1,89
viandes, œufs, poissons et assimilés;Merlan, cuit à la vapeur;98,3;75,2;23;traces;0,7;0;0;0;1,04;0;1,02922;0,13;55;0,28;0,1;28;400;0;0,44;-;0;0,05;0,31;1,8;0,24;0,19;0;0
viandes, œufs, poissons et assimilés;Cabillaud, rôti/cuit au four;94,6;76;22,3;traces;0,6;0;0;0;1,12;0;0,8248;0,13;55,5;0,23;0,3;29,4;297;1,2;0,7;0,1;1;0,059;0,065;2,41;0,22;0,24;10;1,53
viandes, œufs, poissons et assimilés;Morue, salée, bouillie/cuite à l'eau;113;67,4;26;traces;1,01;0;0;0;6,03;0;0,82535;0,13;-;5,8;0,35;13,7;110;1,25;0,55;-;-;< 0,04;0,052;0,47;< 0,16;0,075;23,5;2,2
viandes, œufs, poissons et assimilés;Cabillaud, cuit à la vapeur;106;73,4;24,5;traces;0,95;0;0;0;0,97;0;1,0824;0,16;46,5;0,16;0,1;21;360;0;0,48;0;0;0,025;0,04;1,55;0,23;0,19;13;2
viandes, œufs, poissons et assimilés;Mulet, rôti/cuit au four;143;70,5;24,8;traces;4,86;0;0;0;1,34;0;4,688;1,43;63;0,18;1,41;33;458;0;0;-;1,2;0,08;0,13;5,05;0,88;0,49;10;0,25
viandes, œufs, poissons et assimilés;Raie, rôtie/cuite au four;96,3;75,9;23;traces;0,5;0;0;0;1,04;0;0,503;0,096;0;0,38;0,6;37;320;0;0;-;traces;0,15;0,25;2,5;0;0,46;0;8
viandes, œufs, poissons et assimilés;Roussette ou petite roussette ou saumonette, cuite;256;-;25,4;traces;17,2;0;0;0;1,01;0;22,771;4,11;60,1;0,2;-;-;-;< 0,5;-;-;-;-;-;-;0,24;0,36;3;-
viandes, œufs, poissons et assimilés;Saumon fumé;178;63,1;22;0,91;9,49;0;0;< 0,25;4,32;0;15,397;2,06;72,1;3,51;0,16;38,3;551;5,45;2,85;0;0;0,23;0,1;10;0,71;1;26;3,35
viandes, œufs, poissons et assimilés;Saumon, cuit à la vapeur;195;63,5;23;traces;11,5;0;0;0;1,1;0;15,5494;2,39;36,3;0,13;0,4;21,4;390;8,7;2,05;-;0;0,22;0,11;7;1,09;0,49;11,7;3,05
viandes, œufs, poissons et assimilés;Thon, rôti/cuit au four;136;66,9;29,9;traces;1,83;0;0;0;1,32;0;3,293;0,9;43,5;0,14;1,8;46;445;1,83;0,32;-;-;0,052;0,062;16,4;0,13;0,47;40,6;2,57
viandes, œufs, poissons et assimilés;Sole, cuite à la vapeur;94,6;77;20,3;traces;1,48;0;0;0;1,09;0;1,003;0,2;70,8;0,41;0,72;23,1;175;-;-;-;-;0,064;0,2;2,39;-;0,22;-;1,12
viandes, œufs, poissons et assimilés;Sole, rôtie/cuite au four;78,2;82,4;15,7;traces;1,69;0;0;0;1,49;0;1,9899;0,31;60,5;0,29;0,57;31,3;224;3,5;0,77;0,1;0;0,048;0,11;1,49;0,23;0,56;6;1,31
viandes, œufs, poissons et assimilés;Sole, bouillie/cuite à l'eau;69;84;15;traces;1;0;0;0;0,65;0;1,6;0,2;65;0,21;0,9;22;137;-;-;-;-;0,07;0,2;1,7;-;1;-;-
viandes, œufs, poissons et assimilés;Sole, frite;72,2;83;15,8;traces;1;0;0;0;0,88;0;1,6;0,2;65;0,36;0,86;28;240;-;-;-;-;0,07;0,18;1,53;-;-;-;-
viandes, œufs, poissons et assimilés;Raie, cuite au court-bouillon;97,8;73,7;23,2;traces;0,57;0;0;0;2,38;0;0,654;0,12;67;0,4;-;24,3;-;0;0;-;-;< 0,04;-;-;0;0,23;0;2,7
viandes, œufs, poissons et assimilés;Lotte ou baudroie, grillée/poêlée;98,2;75;23;traces;0,68;0;0;0;1,2;0;0,9806;0,19;26;0,061;0,46;28,5;472;traces;0,6;-;0,5;0,035;0,077;3,09;0,19;0,21;20,5;0,93
viandes, œufs, poissons et assimilés;Maquereau, fumé;294;55,7;18,8;0;24,3;0;0;0;2,14;0;33,78;5,35;80;0,96;1,1;29;312;5,2;1,6;0;0;0,14;0,35;10;0,52;0,5;8;9,91
viandes, œufs, poissons et assimilés;Haddock (fumé) ou églefin fumé;97;76,8;22,6;0;0,73;0;0;0;2,73;0;0,8372;0,13;77;1,91;1,4;54;415;0,8;0,55;0,1;0;0,047;0,049;5,07;0,17;0,4;15;1,6
viandes, œufs, poissons et assimilés;Espadon, rôti/cuit au four;266;52,9;28,7;traces;16,9;0;0;0;1,52;0;15,4167;1,51;129;0,18;0,53;34,1;475;16,6;7,2;0,1;0;0,047;0,13;9,8;0,46;0,62;2;2,91
viandes, œufs, poissons et assimilés;Turbot, rôti/cuit au four;118;72,7;21,3;traces;3,64;0;0;0;2,69;0;3,1;0,9;62;0,25;0,53;63,5;323;0;0;-;1,7;0,068;0,12;2,54;0,66;0,24;9;2,54
viandes, œufs, poissons et assimilés;Merlu, cuit à l'étouffée;112;74,4;21,2;traces;3;0;0;0;1,08;0;1,957;0,92;77,4;0,25;0,3;29,2;290;3,2;0,6;-;0;0,052;0,086;2,65;0,24;0,23;26,4;1,6
viandes, œufs, poissons et assimilés;Églefin, grillé/poêlé;84,9;79,7;20;traces;0,55;0;0;0;1,56;0;0,654;0,11;66;0,65;0,21;26;351;0,6;0,55;0,1;0;0,023;0,069;4,12;0,49;0,33;13;2,13
viandes, œufs, poissons et assimilés;Sardine, grillée;194;64;25,1;traces;10,4;0;0;0;1,24;0;12,01;2,9;0;0,35;1,7;34;400;12,3;0,31;-;traces;traces;0,25;6,9;0,88;0,41;4;12
viandes, œufs, poissons et assimilés;Vivaneau, cuit;121;71,7;26,3;traces;1,72;0;0;0;1,41;0;1,911;0,37;47;0,14;0,82;37;522;-;-;-;1,6;0,053;0,004;0,35;0,87;0,46;6;3,5
viandes, œufs, poissons et assimilés;Rascasse, cuite à la vapeur;126;71,7;24,6;traces;3,1;0;0;0;1,14;0;3,7752;0,61;48,9;0,22;0,18;33;380;1,09;-;< 0,8;-;0,025;0,04;1,32;0,084;0,14;< 5;1,65
viandes, œufs, poissons et assimilés;Lieu ou colin d'Alaska, fumé;81,3;-;18,3;0;0,9;0;0;0;-;0;0,1;0,1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Lieu jaune ou colin, cuit;100;74,1;24,4;traces;< 0,5;0;0;0;1,43;0;0;< 0,01;70,1;0,23;0,2;34,8;388;0,73;0,84;< 0,8;1,09;< 0,015;0,033;1,09;0,25;0,072;33,7;0,94
viandes, œufs, poissons et assimilés;Saumon, cuit au micro-ondes, élevage;200;63;24,2;traces;11,4;0;0;0;1,33;0;0;-;-;0,098;0,4;31,6;402;3,3;2,4;-;-;0,21;0,054;7,6;1,45;0,71;19;-
viandes, œufs, poissons et assimilés;Saumon, bouilli/cuit à l'eau, élevage;193;63,4;25;traces;10,3;0;0;0;1,22;0;0;-;-;0,084;0,3;29,7;347;3,45;2,63;-;-;0,25;0,056;6,25;1,5;0,58;28;-
viandes, œufs, poissons et assimilés;Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four;121;71;22,9;traces;3,3;0;0;0;1,33;0;4,0158;0,75;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Saumon, grillé/poêlé;223;60,1;25,5;traces;13,5;0;0;0;1,32;0;20,05;2,87;71,8;0,11;0,43;31,7;414;5,82;3,52;-;-;0,23;0,086;8,15;1,7;0,34;18;3,4
viandes, œufs, poissons et assimilés;Saumon, élevage, rôti/cuit au four;210;62,2;22,1;traces;13,5;0;0;0;1,23;0;15,89;2,5;63;0,15;0,34;30;384;-;-;-;3,7;0,3;0,11;8,05;1,49;0,39;21,1;2,65
viandes, œufs, poissons et assimilés;Hareng fumé, à l'huile;168;65,3;15,1;2;11;0;0;0;6,57;0;19,227;3,12;49,9;4,08;0,9;27,4;173;14,5;0,96;-;-;< 0,04;0,2;2,25;0,41;0,28;10;9,4
viandes, œufs, poissons et assimilés;Julienne ou Lingue, cuite;105;73,9;24,5;traces;0,82;0;0;0;1,21;0;0;< 0,00018;64,9;0,21;0,14;31;330;< 0,5;-;< 0,8;0;0,024;0,01;2,26;0,22;0,22;19,5;0,78
viandes, œufs, poissons et assimilés;Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur;173;68,8;17,3;traces;11,6;0;0;0;1,07;0;15,052;2,07;68,1;0,36;0,07;21;240;4,36;-;< 0,8;-;0,03;0,02;0,66;0,16;0,041;< 5;0,69
viandes, œufs, poissons et assimilés;Sole, poêlée;96,7;75,6;23,6;traces;< 0,5;0;0;0;1,53;0;0;< 0,01;69,3;0,37;0,14;27;370;0,47;0,5;< 0,8;0,87;0,058;0,094;2,18;0,37;0,34;15;1,4
viandes, œufs, poissons et assimilés;Anguille, cuite (aliment moyen);213;60,7;22,1;0;13,8;0;0;0;;0;13,03;3,15;;;;;;;;;;;;;;;;
viandes, œufs, poissons et assimilés;Anguille, rôtie/cuite au four;229;59,3;23,6;traces;15;0;0;0;1,8;0;16,92;3,02;161;0,16;0,64;26;349;-;-;-;1,8;0,18;0,051;4,49;0,28;0,077;17;2,89
viandes, œufs, poissons et assimilés;Anguille, bouillie/cuite à l'eau;197;62;20,5;traces;12,7;0;0;0;-;0;12,17;3,28;-;-;-;-;-;-;5,1;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Brochet, rôti/cuit au four;100;74,7;23,1;traces;0,88;0;0;0;1,54;0;1,045;0,15;50;0,12;0,71;40;331;2,7;-;-;3,8;0,067;0,077;2,8;0,81;0,14;16;2,15
viandes, œufs, poissons et assimilés;Carpe, rôtie/cuite au four;151;69,6;21,6;traces;7,17;0;0;0;1,87;0;7,22;1,27;84;0,16;1,59;38;427;3,25;-;-;1,6;0,14;0,07;2,1;0,87;0,22;17;1,47
viandes, œufs, poissons et assimilés;Perche, rôtie/cuite au four;119;73,7;22,1;traces;3,42;0;0;0;0,97;0;2,5444;0,85;82,4;0,096;0,71;26;331;9;1,32;-;3,8;0,09;0,077;2,98;0,81;0,13;16;0,83
viandes, œufs, poissons et assimilés;Truite, rôtie/cuite au four;183;63,4;26,6;traces;8,47;0;0;0;1,5;0;9,98;1,47;74;0,17;1,92;28;463;-;-;-;0,5;0,43;0,42;5,77;2,24;0,23;15;7,49
viandes, œufs, poissons et assimilés;Truite, cuite à la vapeur;99,4;75;19;traces;2,6;0;0;0;-;0;3,27;0,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Truite arc en ciel, élevage, rôtie/cuite au four;143;71;21,5;traces;6,33;0;0;0;1,43;0;10,6868;1,51;56,9;0,13;0,35;28,3;391;15;1,9;0,1;2,9;0,17;0,11;5,42;1,79;0,37;11;4,56
viandes, œufs, poissons et assimilés;Truite arc en ciel, élevage, cuite à la vapeur;117;75;20;traces;4,14;0;0;0;-;0;4,57;0,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit;79;80,6;17,5;traces;1;0;0;0;1,1;0;1,831;0,51;40,8;0,58;0,09;18;200;< 0,25;0,28;< 0,8;< 0,5;< 0,015;< 0,01;1,44;2,35;0,13;11,1;0,89
viandes, œufs, poissons et assimilés;Truite d'élevage, fumée;180;61,7;23,4;0,69;9,27;0;0;0;4,86;0;12,1819;1,71;47,9;3,18;0,4;31,4;412;5,2;2,3;-;0;0,21;0,081;7,1;2,05;0,67;26;3,2
viandes, œufs, poissons et assimilés;Bar commun ou loup, rôti/cuit au four;147;69,1;22,2;traces;6,51;0;0;0;1,26;0;10,025;1,27;63,3;0,17;0,28;30,3;410;4,15;0,97;< 0,8;-;0,17;0,08;3,49;0,53;0,26;12,6;3,7
viandes, œufs, poissons et assimilés;Dorade (Daurade) royale, cuite au four;148;68,8;23,6;traces;5,9;0;0;0;1,36;0;9,86;1,3;72,4;0,18;0,2;29;420;5,71;0,65;1,18;0,59;< 0,015;< 0,01;6,41;0,4;0,26;17,2;2,37
viandes, œufs, poissons et assimilés;Bar rayé ou bar d'Amérique, cru;113;74,6;20,3;traces;3,58;0;0;0;1,5;0;4,61;0,76;78,3;0,19;1,41;36;356;-;-;-;2,05;0,087;0,065;1,62;0,79;0,19;13,7;2,71
viandes, œufs, poissons et assimilés;Lieu ou colin d'Alaska, cru;70,8;81,2;16,3;traces;0,61;0;0;< 0,17;1,33;0;0,09488;0,015;48,4;0,48;0,4;36,9;296;1,1;0,36;0,1;traces;0,07;0,07;1,1;< 0,16;0,14;3;2,3
viandes, œufs, poissons et assimilés;Flétan de l'Atlantique ou flétan blanc, cru;96,5;76,8;21,2;traces;1,31;0;0;0;1,08;0;2,213;0,21;43,7;0,15;0,65;23;424;-;0,64;-;0;0,05;0,063;4,9;0,28;0,38;12;0,96
viandes, œufs, poissons et assimilés;Hareng, cru;176;71,5;17,7;traces;11,7;0;0;0;1,44;0;17,0258;2,82;55,6;0,22;1,21;27;342;10,7;1,21;0,45;0,75;0,035;0,24;3,95;0,84;0,38;9,4;11,5
viandes, œufs, poissons et assimilés;Lotte ou baudroie, crue;67,2;82,6;15,1;traces;0,74;0;0;< 0,2;1,11;0;0,9898;0,2;25;0,19;0,3;20,7;296;1,43;0;-;0,67;0,027;0,06;2,1;0,15;0,24;7;0,9
viandes, œufs, poissons et assimilés;Saumon, cru, élevage;194;66,5;20,5;traces;12,4;0;0;< 0,25;1,22;0;18,736;2,15;53,6;0,16;0,48;27,4;358;3,69;1,89;0,3;1,8;0,21;0,076;8,25;0,95;0,58;20,8;3,95
viandes, œufs, poissons et assimilés;Turbot sauvage, cru;91,5;78,1;17,2;traces;2,54;0;0;0;2,1;0;1,94;0,71;48;0,24;0,45;49;253;traces;0;-;0,85;0,055;0,1;2,13;0,57;0,21;8;2,07
viandes, œufs, poissons et assimilés;Cabillaud, cru;77,6;79,8;18,1;traces;0,57;0;0;< 0,2;1,1;0;0,6954;0,1;43,9;0,23;0,49;25,6;357;1,41;0,51;0,1;1;< 0,04;0,049;2,18;0,14;0,16;21,2;1,32
viandes, œufs, poissons et assimilés;Merlu, cru;82,6;80;17,6;traces;1,35;0;0;0;1,34;0;1,4693;0,22;31,4;0,22;1;22,9;332;2,15;0,25;0;traces;0,08;0,17;1,7;0;0,18;9;1
viandes, œufs, poissons et assimilés;Lieu noir, surgelé, cru;82,4;78,3;19,8;traces;0,37;0;0;0;1,3;0;0,3853;0,074;71;0,2;0,48;21,4;255;0,89;0,36;0;0;0,05;0,1;1,6;-;0,12;10;2,79
viandes, œufs, poissons et assimilés;Merlu, filet, surgelé, cru;82;80,1;15,1;traces;2,4;0;0;0;0,68;0;0,6;0,6;-;0,53;0,16;36,8;57,9;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Maquereau, cru;194;66,4;18,1;traces;13,5;0;0;0;1,12;0;18,924;3,22;49,7;0,16;0,48;28,4;340;6,44;1,08;3,6;0,2;0,086;0,19;9,13;0,32;0,53;8,16;4,9
viandes, œufs, poissons et assimilés;Raie, crue;89,9;76,8;21,4;traces;0,47;0;0;0;1,3;0;0,6234;0,12;45,6;0,35;0,23;23,1;279;0,36;0,31;-;0;< 0,04;0,05;3,44;0,15;0,19;5;1,13
viandes, œufs, poissons et assimilés;Thon, cru;144;66,6;24;traces;5,38;0;0;0;1,3;0;7,734;1,19;34;0,12;1,77;34,9;429;7,8;1,2;-;1,37;0,13;0,12;11;0,66;0,54;13,6;3,79
viandes, œufs, poissons et assimilés;Carrelet ou plie, cru;88,6;77,7;20;traces;0,94;0;0;0;1,27;0;1,0952;0,2;44,5;0,2;0,21;28,5;352;1,11;0,72;0,15;1,5;0,42;0,096;4,32;1,29;0,25;9,5;0,64
viandes, œufs, poissons et assimilés;Limande, crue;80,8;79,7;18,3;traces;0,85;0;0;0;0,96;0;0,97744;0,16;49,8;0,28;0,29;24,7;262;< 0,5;0,4;0;0,5;0,1;0,081;2,64;0,54;0,23;5;1,67
viandes, œufs, poissons et assimilés;Sole, crue;77,3;80,1;18;traces;0,6;0;0;0;1,26;0;0,68652;0,13;51,8;0,19;0,35;26,9;349;0,75;0,47;0;traces;0,046;0,077;3,51;0,24;0,26;7,5;1,91
viandes, œufs, poissons et assimilés;Rascasse, crue;87,6;78,9;18,9;traces;1,33;0;0;0;1;0;1,789;0,24;-;-;-;21;465;4,3;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Thon albacore ou thon jaune, cru;108;71,6;25;traces;0,94;0;0;0;1,48;0;0,793;0,17;43;0,11;0,98;40,8;410;2,3;0,72;0,1;2,6;0,14;0,098;13,5;0,47;0,97;8,5;3,44
viandes, œufs, poissons et assimilés;Sardine, crue;163;64;19,5;traces;9,48;0;0;0;2,2;0;12,519;2,4;78,9;0,22;1,67;36;584;14;0,28;-;2,5;0,038;0,23;7,56;0,81;0,47;3,18;8,6
viandes, œufs, poissons et assimilés;Thon listao ou Bonite à ventre rayé, cru;97,1;-;22;traces;1,01;0;0;0;1,3;0;1,426;0,33;47;0,093;1,25;34;407;-;-;-;1;0,033;0,1;15,4;0,42;0,85;9;1,9
viandes, œufs, poissons et assimilés;Thon rouge, cru;155;68,1;23,3;traces;6,81;0;0;0;1,18;0;6,72;1,26;38;0,098;1,02;50;252;5,7;1;0;0;0,24;0,25;8,65;1,05;0,46;2;9,43
viandes, œufs, poissons et assimilés;Bar commun ou loup, cru, sans précision;82,5;78,1;19,1;traces;0,7;0;0;0;1,27;0;1,12;0,2;47,6;0,23;0,26;27;390;5,59;0,79;< 0,8;0,66;0,025;0,058;3,67;0,55;0,34;22,2;3,12
viandes, œufs, poissons et assimilés;Roussette ou petite roussette ou saumonette, crue;97,8;75,2;23,3;traces;0,5;0;0;0;1,08;0;0,57306;0,11;29,8;0,31;0,37;20,9;258;< 0,5;0,65;0,1;0;0,025;0,083;3,14;0,2;0,25;3,07;1,95
viandes, œufs, poissons et assimilés;Bar ou loup de l'Atlantique, cru;89,9;79,6;16,6;traces;2,61;0;0;0;1,12;0;3,856;0,42;50;0,25;0,72;26,4;286;0,77;2,4;0;traces;0,19;0,064;2,33;0,57;0,37;3;2,08
viandes, œufs, poissons et assimilés;Thon germon ou thon blanc, cru;121;69,5;27,2;traces;1,37;0;0;0;1,7;0;1,3461;0,26;35,2;0,29;0,95;37,6;355;2,23;0,44;-;-;0,062;0,047;19,4;0,14;0,95;15,3;2,78
viandes, œufs, poissons et assimilés;Anchois commun, cru;129;71,8;18,6;traces;6,07;0;0;0;1,43;0;8,659;1,64;124;0,18;2,63;22,3;294;11;0,57;0,1;0;0,061;0,32;12,7;0,65;0,14;9;0,62
viandes, œufs, poissons et assimilés;Dorade royale, ou daurade ou vraie daurade, crue, sauvage;93,2;78,6;18,1;traces;2,31;0;0;0;1,15;0;1,9998;0,46;55;0,12;1,6;19;439;7,15;0,85;0;1;0,15;0,095;1,2;-;0,24;7;-
viandes, œufs, poissons et assimilés;Espadon, cru;130;-;18,9;traces;5,97;0;0;0;1,55;0;7,155;-;51,4;0,28;0,65;33,6;362;12,5;0,5;0,1;0,5;0,089;0,11;7,38;0,39;0,47;2;2,46
viandes, œufs, poissons et assimilés;Éperlan, cru;85,4;79,5;17,5;traces;1,7;0;0;0;1,02;0;1,71;0,27;71;0,39;-;24;357;-;-;-;0;-;0,12;1,45;0,64;-;37;3,44
viandes, œufs, poissons et assimilés;Cardine franche, crue;93,4;-;19,9;traces;1,53;0;0;0;-;0;1,499;0,43;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
viandes, œufs, poissons et assimilés;Rouget-barbet de roche, cru;158;70,6;18,4;traces;9,37;0;0;0;1,18;0;14,698;2,72;56,8;0,17;0,49;30,7;343;1,12;0,51;-;traces;0,06;0,065;4,46;0,34;0,37;11;4,52
